sec_dev_0000/lm_crest_0_0	301500.0	4238600.0
sec_dev_0000/lm_mlr_0_0	301500.0	4237600.0
sec_dev_0000/lm_northslope_0_0	301500.0	4239100.0
sec_dev_0000/lm_northtip_0_0	301500.0	4239700.0
sec_dev_0000/lm_objA_0_0	301500.0	4239000.0
sec_dev_0000/lm_objB_0_0	301500.0	4239400.0
sec_dev_0000/lm_valley_0_0	300200.0	4238200.0
sec_dev_0000/lm_yokkok_0_0	299400.0	4238300.0
sec_dev_0001/lm_crest_6000_0	307500.0	4238600.0
sec_dev_0001/lm_mlr_6000_0	307500.0	4237600.0
sec_dev_0001/lm_northslope_6000_0	307500.0	4239100.0
sec_dev_0001/lm_northtip_6000_0	307500.0	4239700.0
sec_dev_0001/lm_objA_6000_0	307500.0	4239000.0
sec_dev_0001/lm_objB_6000_0	307500.0	4239400.0
sec_dev_0001/lm_valley_6000_0	306200.0	4238200.0
sec_dev_0001/lm_yokkok_6000_0	305400.0	4238300.0
sec_dev_0002/lm_crest_12000_0	313500.0	4238600.0
sec_dev_0002/lm_mlr_12000_0	313500.0	4237600.0
sec_dev_0002/lm_northslope_12000_0	313500.0	4239100.0
sec_dev_0002/lm_northtip_12000_0	313500.0	4239700.0
sec_dev_0002/lm_objA_12000_0	313500.0	4239000.0
sec_dev_0002/lm_objB_12000_0	313500.0	4239400.0
sec_dev_0002/lm_valley_12000_0	312200.0	4238200.0
sec_dev_0002/lm_yokkok_12000_0	311400.0	4238300.0
sec_dev_0003/lm_crest_18000_0	319500.0	4238600.0
sec_dev_0003/lm_mlr_18000_0	319500.0	4237600.0
sec_dev_0003/lm_northslope_18000_0	319500.0	4239100.0
sec_dev_0003/lm_northtip_18000_0	319500.0	4239700.0
sec_dev_0003/lm_objA_18000_0	319500.0	4239000.0
sec_dev_0003/lm_objB_18000_0	319500.0	4239400.0
sec_dev_0003/lm_valley_18000_0	318200.0	4238200.0
sec_dev_0003/lm_yokkok_18000_0	317400.0	4238300.0
sec_dev_0004/lm_crest_24000_0	325500.0	4238600.0
sec_dev_0004/lm_mlr_24000_0	325500.0	4237600.0
sec_dev_0004/lm_northslope_24000_0	325500.0	4239100.0
sec_dev_0004/lm_northtip_24000_0	325500.0	4239700.0
sec_dev_0004/lm_objA_24000_0	325500.0	4239000.0
sec_dev_0004/lm_objB_24000_0	325500.0	4239400.0
sec_dev_0004/lm_valley_24000_0	324200.0	4238200.0
sec_dev_0004/lm_yokkok_24000_0	323400.0	4238300.0
sec_dev_0005/lm_crest_30000_0	331500.0	4238600.0
sec_dev_0005/lm_mlr_30000_0	331500.0	4237600.0
sec_dev_0005/lm_northslope_30000_0	331500.0	4239100.0
sec_dev_0005/lm_northtip_30000_0	331500.0	4239700.0
sec_dev_0005/lm_objA_30000_0	331500.0	4239000.0
sec_dev_0005/lm_objB_30000_0	331500.0	4239400.0
sec_dev_0005/lm_valley_30000_0	330200.0	4238200.0
sec_dev_0005/lm_yokkok_30000_0	329400.0	4238300.0
sec_dev_0006/lm_crest_36000_0	337500.0	4238600.0
sec_dev_0006/lm_mlr_36000_0	337500.0	4237600.0
sec_dev_0006/lm_northslope_36000_0	337500.0	4239100.0
sec_dev_0006/lm_northtip_36000_0	337500.0	4239700.0
sec_dev_0006/lm_objA_36000_0	337500.0	4239000.0
sec_dev_0006/lm_objB_36000_0	337500.0	4239400.0
sec_dev_0006/lm_valley_36000_0	336200.0	4238200.0
sec_dev_0006/lm_yokkok_36000_0	335400.0	4238300.0
sec_dev_0007/lm_crest_42000_0	343500.0	4238600.0
sec_dev_0007/lm_mlr_42000_0	343500.0	4237600.0
sec_dev_0007/lm_northslope_42000_0	343500.0	4239100.0
sec_dev_0007/lm_northtip_42000_0	343500.0	4239700.0
sec_dev_0007/lm_objA_42000_0	343500.0	4239000.0
sec_dev_0007/lm_objB_42000_0	343500.0	4239400.0
sec_dev_0007/lm_valley_42000_0	342200.0	4238200.0
sec_dev_0007/lm_yokkok_42000_0	341400.0	4238300.0
sec_dev_0008/lm_crest_0_6000	301500.0	4244600.0
sec_dev_0008/lm_mlr_0_6000	301500.0	4243600.0
sec_dev_0008/lm_northslope_0_6000	301500.0	4245100.0
sec_dev_0008/lm_northtip_0_6000	301500.0	4245700.0
sec_dev_0008/lm_objA_0_6000	301500.0	4245000.0
sec_dev_0008/lm_objB_0_6000	301500.0	4245400.0
sec_dev_0008/lm_valley_0_6000	300200.0	4244200.0
sec_dev_0008/lm_yokkok_0_6000	299400.0	4244300.0
sec_dev_0009/lm_crest_6000_6000	307500.0	4244600.0
sec_dev_0009/lm_mlr_6000_6000	307500.0	4243600.0
sec_dev_0009/lm_northslope_6000_6000	307500.0	4245100.0
sec_dev_0009/lm_northtip_6000_6000	307500.0	4245700.0
sec_dev_0009/lm_objA_6000_6000	307500.0	4245000.0
sec_dev_0009/lm_objB_6000_6000	307500.0	4245400.0
sec_dev_0009/lm_valley_6000_6000	306200.0	4244200.0
sec_dev_0009/lm_yokkok_6000_6000	305400.0	4244300.0
sec_dev_0010/lm_crest_12000_6000	313500.0	4244600.0
sec_dev_0010/lm_mlr_12000_6000	313500.0	4243600.0
sec_dev_0010/lm_northslope_12000_6000	313500.0	4245100.0
sec_dev_0010/lm_northtip_12000_6000	313500.0	4245700.0
sec_dev_0010/lm_objA_12000_6000	313500.0	4245000.0
sec_dev_0010/lm_objB_12000_6000	313500.0	4245400.0
sec_dev_0010/lm_valley_12000_6000	312200.0	4244200.0
sec_dev_0010/lm_yokkok_12000_6000	311400.0	4244300.0
sec_dev_0011/lm_crest_18000_6000	319500.0	4244600.0
sec_dev_0011/lm_mlr_18000_6000	319500.0	4243600.0
sec_dev_0011/lm_northslope_18000_6000	319500.0	4245100.0
sec_dev_0011/lm_northtip_18000_6000	319500.0	4245700.0
sec_dev_0011/lm_objA_18000_6000	319500.0	4245000.0
sec_dev_0011/lm_objB_18000_6000	319500.0	4245400.0
sec_dev_0011/lm_valley_18000_6000	318200.0	4244200.0
sec_dev_0011/lm_yokkok_18000_6000	317400.0	4244300.0
sec_test_0000/lm_crest_0_0	301500.0	4238600.0
sec_test_0000/lm_mlr_0_0	301500.0	4237600.0
sec_test_0000/lm_northslope_0_0	301500.0	4239100.0
sec_test_0000/lm_northtip_0_0	301500.0	4239700.0
sec_test_0000/lm_objA_0_0	301500.0	4239000.0
sec_test_0000/lm_objB_0_0	301500.0	4239400.0
sec_test_0000/lm_valley_0_0	300200.0	4238200.0
sec_test_0000/lm_yokkok_0_0	299400.0	4238300.0
sec_test_0001/lm_crest_6000_0	307500.0	4238600.0
sec_test_0001/lm_mlr_6000_0	307500.0	4237600.0
sec_test_0001/lm_northslope_6000_0	307500.0	4239100.0
sec_test_0001/lm_northtip_6000_0	307500.0	4239700.0
sec_test_0001/lm_objA_6000_0	307500.0	4239000.0
sec_test_0001/lm_objB_6000_0	307500.0	4239400.0
sec_test_0001/lm_valley_6000_0	306200.0	4238200.0
sec_test_0001/lm_yokkok_6000_0	305400.0	4238300.0
sec_test_0002/lm_crest_12000_0	313500.0	4238600.0
sec_test_0002/lm_mlr_12000_0	313500.0	4237600.0
sec_test_0002/lm_northslope_12000_0	313500.0	4239100.0
sec_test_0002/lm_northtip_12000_0	313500.0	4239700.0
sec_test_0002/lm_objA_12000_0	313500.0	4239000.0
sec_test_0002/lm_objB_12000_0	313500.0	4239400.0
sec_test_0002/lm_valley_12000_0	312200.0	4238200.0
sec_test_0002/lm_yokkok_12000_0	311400.0	4238300.0
sec_test_0003/lm_crest_18000_0	319500.0	4238600.0
sec_test_0003/lm_mlr_18000_0	319500.0	4237600.0
sec_test_0003/lm_northslope_18000_0	319500.0	4239100.0
sec_test_0003/lm_northtip_18000_0	319500.0	4239700.0
sec_test_0003/lm_objA_18000_0	319500.0	4239000.0
sec_test_0003/lm_objB_18000_0	319500.0	4239400.0
sec_test_0003/lm_valley_18000_0	318200.0	4238200.0
sec_test_0003/lm_yokkok_18000_0	317400.0	4238300.0
sec_test_0004/lm_crest_24000_0	325500.0	4238600.0
sec_test_0004/lm_mlr_24000_0	325500.0	4237600.0
sec_test_0004/lm_northslope_24000_0	325500.0	4239100.0
sec_test_0004/lm_northtip_24000_0	325500.0	4239700.0
sec_test_0004/lm_objA_24000_0	325500.0	4239000.0
sec_test_0004/lm_objB_24000_0	325500.0	4239400.0
sec_test_0004/lm_valley_24000_0	324200.0	4238200.0
sec_test_0004/lm_yokkok_24000_0	323400.0	4238300.0
sec_test_0005/lm_crest_30000_0	331500.0	4238600.0
sec_test_0005/lm_mlr_30000_0	331500.0	4237600.0
sec_test_0005/lm_northslope_30000_0	331500.0	4239100.0
sec_test_0005/lm_northtip_30000_0	331500.0	4239700.0
